SalePrice LotFrontage LotArea OverallQual OverallCond YearBuilt YearRemod/Add MasVnrArea BsmtFinSF1 BsmtFinSF2 BsmtUnfSF 1stFlrSF 2ndFlrSF LowQualFinSF BsmtFullBath BsmtHalfBath FullBath HalfBath BedroomAbvGr KitchenAbvGr TotRmsAbvGrd Fireplaces GarageCars GarageArea WoodDeckSF OpenPorchSF EnclosedPorch 3SsnPorch ScreenPorch PoolArea MiscVal MoSold YrSold LotShape LandSlope Railroad ExterQual ExterCond BsmtQual BsmtCond BsmtExposure CentralAir KitchenQual Functional FireplaceQu GarageFinish GarageQual GarageCond PavedDrive Fence
485000 104 13518 9 5 2008 2009 860 0 0 1926 1966 1174 0 0 0 3 1 4 1 11 2 3 820 144 78 0 0 0 0 0 7 2009 0 0 0 5 3 5 3 1 1 5 8 4 3 3 3 2 0
555000 105 15431 10 5 2008 2008 200 1767 539 788 2402 0 0 1 0 2 0 2 1 10 2 3 672 0 72 0 0 170 0 0 4 2009 0 0 0 5 3 5 3 4 1 5 8 4 3 3 3 2 0
325000 108 13173 9 5 2006 2007 300 1572 0 80 1652 0 0 1 0 2 0 2 1 6 2 2 840 404 102 0 0 0 0 0 11 2009 1 0 0 4 3 5 3 1 1 5 8 5 3 3 3 2 0
256300 110 14230 8 5 2007 2007 640 0 0 1566 1600 0 0 0 0 2 0 3 1 7 1 3 890 0 56 0 0 0 0 0 7 2009 0 0 0 4 3 4 3 1 1 4 8 4 2 3 3 2 0
253293 98 12704 8 5 2008 2009 306 0 0 2042 2042 0 0 0 0 2 1 3 1 8 1 3 1390 0 90 0 0 0 0 0 8 2009 0 0 0 5 3 5 3 1 1 5 8 4 2 3 3 2 0
398800 95 12350 9 5 2009 2009 0 986 0 379 1365 1325 0 1 0 2 1 3 1 8 1 3 864 0 197 0 0 0 0 0 7 2009 0 0 0 4 3 5 3 1 1 5 8 4 2 3 3 2 0
335000 96 11308 9 5 2008 2008 154 936 0 168 1130 1054 0 1 0 2 1 3 1 10 1 3 836 0 102 0 0 0 0 0 7 2009 1 0 0 5 3 5 3 3 1 5 8 4 3 3 3 2 0
404000 95 12350 9 5 2008 2008 450 1232 0 788 2020 0 0 1 0 2 0 3 1 7 1 3 896 192 98 0 0 0 0 0 5 2009 0 0 0 5 3 5 3 3 1 5 8 4 2 3 3 2 0
402861 94 12220 10 5 2009 2009 305 1436 0 570 2020 0 0 1 0 2 1 3 1 9 1 3 900 156 54 0 0 0 0 0 9 2009 0 0 0 5 3 5 3 1 1 5 8 4 3 3 3 2 0
451950 97 13478 10 5 2008 2008 420 1338 0 384 1728 568 0 1 0 2 1 3 1 10 1 3 842 382 274 0 0 0 0 0 6 2009 1 0 0 5 3 5 3 4 1 5 8 4 2 3 3 2 0
610000 105 13693 10 5 2007 2007 472 2288 0 342 2674 0 0 2 0 2 1 2 1 8 2 3 762 360 50 0 0 0 0 0 3 2009 0 0 0 5 3 5 3 4 1 5 8 4 3 3 3 2 0
582933 107 13891 9 5 2008 2009 424 0 0 1734 1734 1088 0 0 0 3 1 4 1 12 1 3 1020 52 170 0 0 192 0 0 1 2009 0 0 0 5 3 5 3 4 1 5 8 4 2 3 3 2 0
360000 95 11578 9 5 2008 2008 302 0 0 1736 1736 0 0 0 0 2 0 3 1 7 1 3 834 319 90 0 0 0 0 0 7 2009 0 0 0 5 3 5 3 1 1 5 8 4 2 3 3 2 0
296000 129 16870 8 5 2004 2005 238 1531 0 251 1782 0 0 1 0 2 0 3 1 7 2 3 932 99 82 0 0 0 0 0 4 2009 1 0 0 4 3 5 3 4 1 4 8 4 3 3 3 2 0
409900 59 23303 8 5 2007 2007 20 1230 0 278 1508 1012 0 1 0 2 1 5 1 10 1 3 640 192 273 0 0 0 0 0 6 2009 3 0 0 4 3 5 3 3 1 5 8 4 3 3 3 2 0
255500 87 11146 8 5 2006 2006 250 0 0 1709 1717 0 0 0 0 2 0 3 1 7 1 3 908 169 39 0 0 0 0 0 7 2009 1 0 0 4 3 5 3 3 1 4 8 4 2 3 3 2 0
335000 87 10367 9 5 2008 2008 284 1015 0 724 1743 0 0 1 0 2 0 3 1 8 1 3 927 168 45 0 0 0 0 0 6 2009 1 0 0 5 3 5 3 2 1 5 8 4 2 3 3 2 0
274900 76 9591 8 5 2004 2005 262 1088 0 625 1713 0 0 1 0 2 0 3 1 7 1 3 856 0 26 0 0 170 0 0 1 2009 0 0 0 4 3 5 3 3 1 5 8 4 3 3 3 2 0
3e+05 77 10872 9 5 2006 2006 122 1037 0 467 1531 0 0 1 0 2 0 2 1 6 1 3 700 184 52 0 0 0 0 0 2 2009 1 0 0 4 3 5 4 3 1 5 8 4 3 3 3 2 0
324000 102 13514 9 5 2008 2008 285 1142 0 632 1808 0 0 1 0 2 0 3 1 7 1 3 850 200 26 0 0 0 0 0 3 2009 1 0 0 5 3 5 3 1 1 5 8 4 3 3 3 2 0
350000 74 8834 9 5 2004 2005 216 1170 0 292 1462 762 0 1 0 2 1 4 1 10 1 3 738 184 0 0 0 0 0 0 6 2009 0 0 0 4 3 5 3 1 1 5 8 4 3 3 3 2 0
280000 107 11362 8 5 2004 2005 42 1039 0 797 1836 0 0 1 0 2 0 3 1 7 1 3 862 125 185 0 0 0 0 0 3 2009 1 0 0 4 3 5 3 2 1 4 8 4 3 3 3 2 0
284000 85 10655 8 5 2003 2004 296 1124 479 1603 1629 0 0 1 0 2 0 3 1 7 1 3 880 0 0 0 0 0 0 0 10 2009 1 0 0 4 3 4 3 1 1 4 8 4 2 3 3 2 0
269500 90 12878 7 5 2003 2004 418 1262 0 498 1760 0 0 1 0 2 0 3 1 8 1 2 583 165 190 0 0 0 0 0 6 2009 1 0 0 4 3 4 3 1 1 4 8 4 3 3 3 2 0
233170 79 9541 7 5 2009 2009 268 0 0 1502 1502 0 0 0 0 2 0 3 1 7 0 2 644 0 114 0 0 0 0 0 9 2009 1 0 0 4 3 4 3 1 1 4 8 0 2 3 3 2 0
386250 103 13472 10 5 2003 2003 922 56 0 2336 2392 0 0 0 0 2 0 3 1 8 1 3 968 248 105 0 0 0 0 0 6 2009 0 0 0 5 3 5 3 4 1 5 8 5 3 3 3 2 0
445000 110 15274 9 5 2003 2003 724 1972 0 480 2452 0 0 2 0 2 0 3 1 10 1 3 886 0 116 0 0 0 0 0 7 2009 1 0 0 4 3 5 3 1 1 5 8 4 3 3 3 2 3
290000 96 13262 8 5 2003 2004 186 0 0 1082 1105 1295 0 0 0 3 1 4 1 10 1 3 730 114 40 0 0 0 0 0 6 2009 1 0 0 4 3 4 3 1 1 4 8 4 3 3 3 2 0
255900 70 9658 8 5 2006 2006 383 0 0 1598 1606 0 0 0 0 2 0 3 1 6 1 3 871 230 60 0 0 0 0 0 7 2009 1 0 0 4 3 4 3 1 1 4 8 4 2 3 3 2 0
213000 47 6904 6 5 2005 2005 240 836 0 522 1358 0 0 0 0 2 0 2 1 6 1 2 484 192 36 0 0 0 0 0 8 2009 1 0 0 4 3 4 3 3 1 4 8 4 2 3 3 2 0
196000 34 5381 6 5 2005 2005 135 900 0 406 1306 0 0 1 0 2 0 1 1 5 1 2 624 170 63 0 0 0 0 0 8 2009 1 0 0 4 3 4 3 3 1 4 8 4 2 3 3 2 0
184500 34 5122 6 5 2005 2005 135 881 0 425 1306 0 0 1 0 2 0 1 1 5 1 2 624 170 63 0 0 0 0 0 3 2009 1 0 0 4 3 4 3 3 1 4 8 4 2 3 3 2 0
212500 80 10307 7 5 2007 2008 176 876 0 474 1358 0 0 1 0 2 0 2 1 6 1 2 484 192 26 0 0 0 0 0 5 2009 1 0 0 4 3 4 3 1 1 4 8 4 2 3 3 2 0
230000 34 5001 7 5 2007 2008 166 904 0 410 1314 0 0 1 0 2 0 2 1 6 1 2 626 172 62 0 0 0 0 0 7 2009 1 0 0 4 3 4 3 1 1 4 8 4 2 3 3 2 0
552000 100 14836 10 5 2004 2005 730 2146 0 346 2492 0 0 1 0 2 1 2 1 8 1 3 949 226 235 0 0 0 0 0 2 2009 1 1 0 5 3 5 3 4 1 5 8 5 3 3 3 2 0
382500 117 15262 8 5 2003 2004 470 1557 0 643 2200 0 0 1 0 2 1 3 1 8 1 3 685 208 55 0 0 0 0 0 7 2009 1 0 0 4 3 5 3 4 1 5 8 4 3 3 3 2 0
320000 44 7390 9 5 2008 2009 308 800 0 1084 1884 0 0 1 0 2 0 2 1 6 1 2 649 231 90 0 0 0 0 0 5 2009 1 0 0 5 3 5 3 1 1 5 8 4 3 3 3 2 0
248500 48 6472 9 5 2008 2008 500 0 0 1451 1456 0 0 0 0 2 0 2 1 6 1 2 539 192 42 0 0 0 0 0 4 2009 0 0 0 5 3 5 3 1 1 5 8 4 2 3 3 2 0
286500 129 16770 8 5 2002 2003 270 1196 0 516 1712 0 0 1 0 2 0 3 1 8 1 3 701 218 183 0 0 0 0 0 9 2009 0 0 0 4 3 5 3 4 1 4 8 4 2 3 3 2 0
254000 48 6240 8 5 2006 2006 176 863 0 461 1324 0 0 1 0 2 0 2 1 6 1 2 550 192 38 0 0 0 0 0 12 2009 0 0 0 4 3 4 3 1 1 4 8 4 3 3 3 2 0
173000 48 3480 7 5 2003 2003 163 0 0 1405 1405 0 0 0 0 2 0 2 1 6 1 2 478 148 36 0 0 0 0 0 11 2009 0 0 0 4 3 4 3 1 1 4 8 3 2 3 3 2 0
173000 36 2268 7 5 2003 2004 106 567 0 197 764 862 0 0 0 2 0 2 1 6 0 2 474 0 27 0 0 0 0 0 7 2009 0 0 0 4 3 4 3 1 1 4 8 0 2 3 3 2 0
184000 63 10928 7 5 2005 2005 0 0 0 728 728 728 0 0 0 2 1 3 1 8 1 2 390 100 0 0 0 0 0 0 6 2009 0 0 1 4 3 4 4 1 1 4 8 4 3 3 3 2 0
167800 57 8918 6 5 2005 2006 0 0 0 745 745 745 0 0 0 2 1 3 1 7 1 2 392 36 20 0 0 0 0 0 7 2009 1 0 0 4 3 4 3 3 1 4 8 4 3 3 3 2 0
174000 149 12589 6 5 2005 2005 0 0 0 742 742 742 0 0 0 2 1 3 1 8 1 2 390 36 24 0 0 0 0 0 6 2009 2 0 0 4 3 4 3 1 1 4 8 4 3 3 3 2 0
174000 122 11911 6 5 2005 2005 0 0 0 684 684 876 0 0 0 2 1 3 1 6 1 2 400 100 38 0 0 0 0 0 3 2009 2 0 0 4 3 4 3 3 1 4 8 4 3 3 3 2 0
174000 53 3684 7 5 2007 2007 130 0 0 1373 1555 0 0 0 0 2 0 2 1 7 1 3 660 143 20 0 0 0 0 0 6 2009 0 0 0 4 3 4 3 1 1 4 8 3 3 3 3 2 0
175900 51 3635 7 5 2007 2007 130 988 0 398 1569 0 0 0 1 2 0 1 1 7 1 3 660 143 20 0 0 0 0 0 5 2009 0 0 0 4 3 4 3 1 1 4 8 3 2 3 3 2 0
192500 43 3182 7 5 2005 2006 16 16 0 1357 1555 0 0 0 0 2 0 2 1 7 1 2 430 143 20 0 0 0 0 0 5 2009 0 0 0 4 3 4 3 3 1 4 8 3 3 3 3 2 0
181000 43 3182 7 5 2005 2006 16 16 0 1330 1504 0 0 0 0 2 0 1 1 7 1 2 457 156 0 0 0 0 0 0 5 2009 0 0 0 4 3 4 3 1 1 4 8 4 3 3 3 2 0
180000 43 3182 7 5 2005 2006 16 16 0 1204 1220 0 0 0 0 2 0 2 1 5 1 2 397 100 16 0 0 0 0 0 8 2009 0 0 0 4 3 4 3 3 1 4 8 4 3 3 3 2 0
160200 43 3182 7 5 2005 2006 11 16 0 1129 1145 0 0 0 0 2 0 2 1 5 1 2 397 100 16 0 0 0 0 0 9 2009 0 0 0 4 3 4 3 1 1 4 8 4 3 3 3 2 0
188500 71 7795 7 5 2004 2005 0 425 0 291 716 716 0 1 0 2 1 3 1 6 1 2 432 100 51 0 0 0 0 0 7 2009 1 0 0 4 3 4 3 1 1 4 8 4 3 3 3 2 0
2e+05 0 8068 6 5 2002 2002 0 0 0 1010 1010 1257 0 0 0 2 1 4 1 8 1 2 390 120 46 0 0 0 0 0 12 2009 1 0 0 4 3 4 3 1 1 4 8 3 2 3 3 2 0
170000 59 9434 7 5 2004 2005 0 0 0 384 744 630 0 0 0 2 1 3 1 6 1 2 400 100 0 0 0 0 0 0 8 2009 1 0 0 4 3 4 3 2 1 4 8 4 3 3 3 2 0
189500 62 7984 7 5 2004 2005 200 0 0 868 868 762 0 0 0 2 1 3 1 7 1 2 436 120 48 0 0 0 0 0 9 2009 1 0 0 4 3 4 3 1 1 4 8 4 3 3 3 2 0
184100 0 7750 8 5 2002 2002 0 353 0 55 779 640 0 1 0 2 1 3 1 7 1 2 527 120 0 0 0 0 0 0 3 2009 0 0 0 4 3 4 3 1 1 4 8 3 3 3 3 2 0
195500 61 10125 7 5 2004 2004 0 0 0 846 846 748 0 0 0 2 1 3 1 7 1 2 434 300 48 0 0 0 0 0 7 2009 1 0 0 4 3 4 3 2 1 4 8 4 3 3 3 2 3
192000 0 8965 7 5 2003 2003 0 652 0 130 806 683 0 1 0 2 1 3 1 8 1 2 400 0 75 0 0 0 0 0 6 2009 1 0 0 4 3 4 3 1 1 4 8 4 3 3 3 2 0
178000 0 8174 7 5 2003 2003 0 494 0 204 698 644 0 1 0 2 1 3 1 7 1 2 393 100 56 0 0 0 0 0 5 2009 1 0 0 4 3 4 3 1 1 4 8 3 3 3 3 2 0
207500 34 5063 7 5 2007 2008 166 904 0 410 1314 0 0 1 0 2 0 2 1 6 1 2 626 172 62 0 0 0 0 0 4 2009 0 0 0 4 3 4 3 1 1 4 8 4 2 3 3 2 0
236000 0 8795 7 5 2000 2000 0 300 0 652 980 1276 0 0 0 2 1 4 1 8 1 2 554 224 54 0 0 0 0 0 4 2009 1 0 0 4 3 4 3 1 1 4 8 3 3 3 3 2 0
257500 0 12891 8 5 2002 2002 0 651 0 219 878 1126 0 1 0 2 1 4 1 8 1 3 644 0 48 0 0 0 0 0 7 2009 1 0 0 4 3 5 3 1 1 4 8 4 3 3 3 2 0
244000 0 12224 6 5 2000 2000 40 695 0 297 1022 1032 0 1 0 2 1 3 1 7 1 2 390 24 48 0 0 0 0 0 7 2009 1 0 0 4 3 4 3 1 1 4 8 3 2 3 3 2 0
167000 61 9734 7 5 2004 2004 0 241 113 30 744 630 0 0 0 2 1 3 1 7 0 2 400 0 0 0 0 0 0 0 5 2009 1 0 1 4 3 4 3 2 1 4 8 0 3 3 3 2 0
179000 60 8123 6 5 2000 2000 16 0 0 982 1007 793 0 0 0 2 1 3 1 7 1 2 463 100 63 0 0 0 0 0 6 2009 1 0 1 3 3 4 3 1 1 3 8 3 3 3 3 2 0
190000 42 8433 6 5 2000 2000 0 683 0 111 819 695 0 1 0 2 1 3 1 7 1 2 394 0 72 0 0 0 0 0 6 2009 1 0 0 3 3 4 3 1 1 3 8 3 3 3 3 2 0
156000 62 7750 7 5 1999 2000 0 0 0 384 774 656 0 0 0 2 1 3 1 7 1 2 400 0 0 0 0 0 0 0 3 2009 0 0 0 3 3 4 3 1 1 3 8 3 2 3 3 2 0
245000 0 15896 7 5 1999 1999 210 913 0 264 1223 1089 0 1 0 2 1 4 1 8 1 3 658 298 0 0 0 0 0 0 5 2009 2 0 1 4 3 4 3 1 1 4 8 3 3 3 3 2 0
181000 0 24682 6 5 1999 1999 0 0 0 841 892 783 0 0 0 2 1 3 1 7 1 2 502 0 103 0 0 0 0 0 6 2009 3 0 1 3 3 4 3 1 1 3 8 3 3 3 3 2 0
214000 0 8755 7 5 1999 1999 298 772 0 220 1022 1038 0 1 0 2 1 3 1 8 1 2 390 0 0 0 168 0 0 0 6 2009 1 0 1 4 3 4 3 1 1 4 8 3 2 3 3 2 4
168000 64 7848 7 6 1999 1999 0 0 0 384 774 656 0 0 0 2 1 3 1 7 1 2 410 0 0 0 0 0 0 0 6 2009 1 0 0 3 3 3 3 1 1 3 8 3 3 3 3 2 0
337000 82 9430 8 5 1999 1999 673 1163 0 89 1268 1097 0 1 0 2 1 3 1 8 1 3 856 0 128 0 0 180 0 0 7 2009 0 0 0 4 3 4 3 2 1 4 8 4 2 3 3 2 0
403000 174 15138 8 5 1995 1996 506 689 0 773 1490 1304 0 1 0 2 1 4 1 9 1 3 810 0 146 202 0 0 0 0 7 2009 1 0 0 4 3 4 3 1 1 5 8 3 3 3 3 2 0
327000 106 12720 8 5 2000 2000 150 1173 0 282 1466 1221 0 1 0 2 1 4 1 10 2 3 810 252 30 0 0 0 0 0 9 2009 0 0 0 4 3 4 3 2 1 4 8 3 2 3 3 2 0
340000 0 16545 8 5 1998 1998 731 781 0 503 1310 1140 0 1 0 2 1 3 1 7 1 3 1069 0 126 0 0 0 0 0 5 2009 1 0 0 4 3 4 3 2 1 4 8 3 3 3 3 2 0
336000 98 12203 8 5 1998 1999 975 854 0 371 1276 1336 0 1 0 2 1 4 1 8 1 3 676 250 0 0 0 0 0 0 7 2009 1 0 0 4 3 4 3 1 1 4 8 3 3 3 3 2 0
265000 79 10208 7 5 1996 1997 921 0 0 1264 1277 1067 0 0 0 2 1 3 1 7 1 3 889 220 0 0 0 0 0 0 7 2009 1 0 0 4 3 4 3 1 1 4 8 3 2 3 3 2 0
315000 0 10750 8 5 1994 1995 634 236 1526 262 2063 0 0 1 0 2 0 3 1 7 2 3 815 182 56 0 0 0 0 0 6 2009 1 0 0 4 3 4 3 3 1 4 8 4 3 3 3 2 0
260000 90 9900 7 5 1993 1993 256 987 0 360 1372 1274 0 1 0 2 1 4 1 9 1 3 656 340 60 144 0 0 0 0 4 2009 0 1 0 4 3 4 3 4 1 4 8 3 2 3 3 2 0
260000 79 9085 7 5 1995 1996 286 816 0 254 1094 967 0 1 0 2 1 3 1 7 1 2 647 296 102 209 0 0 0 0 11 2009 0 0 0 4 3 4 3 1 1 4 8 3 3 3 3 2 0
263550 0 11692 8 5 1993 1994 372 624 0 549 1215 1017 0 1 0 2 1 3 1 8 1 2 623 173 165 0 0 0 0 0 10 2009 1 0 0 4 3 4 3 1 1 4 8 3 2 3 3 2 0
402000 52 46589 8 7 1994 2005 528 1361 180 88 1686 762 0 1 0 2 1 4 1 8 1 3 711 517 76 0 0 0 0 0 7 2009 2 0 0 4 3 4 4 1 1 4 8 3 2 3 3 2 0
248000 0 29959 7 6 1994 1994 0 595 0 378 979 871 0 0 0 2 1 3 1 7 1 2 467 168 98 0 0 0 0 0 1 2009 2 0 0 4 3 4 3 1 1 4 8 4 3 3 3 2 0
244600 74 9612 8 5 2008 2009 72 0 0 1468 1468 0 0 0 0 2 0 3 1 6 1 3 898 210 150 0 0 0 0 0 12 2009 0 0 0 4 3 4 3 1 1 4 8 4 3 3 3 2 0
275000 86 11194 8 5 2008 2008 240 0 0 1696 1696 0 0 0 0 2 0 3 1 7 0 3 972 120 56 0 0 0 0 0 9 2009 1 0 0 4 3 4 3 2 1 4 8 0 2 3 3 2 0
257500 78 10206 8 5 2008 2008 294 0 0 1614 1658 0 0 0 0 2 1 3 1 7 1 3 726 144 44 0 0 0 0 0 9 2009 0 0 0 4 3 4 3 1 1 4 8 4 3 3 3 2 0
287090 78 9262 8 5 2008 2009 194 0 0 1573 1578 0 0 0 0 2 0 3 1 7 1 3 840 0 36 0 0 0 0 0 5 2009 0 0 0 4 3 4 3 1 1 5 8 4 3 3 3 2 0
275500 85 10130 8 5 2007 2007 260 1294 0 408 1702 0 0 1 0 2 0 3 1 7 1 3 844 0 69 0 0 0 0 0 3 2009 0 0 0 4 3 4 3 3 1 4 8 4 2 3 3 2 0
245000 76 9139 8 5 2006 2006 206 379 0 1043 1432 0 0 0 0 2 0 3 1 7 1 2 492 297 50 0 0 0 0 0 9 2009 1 0 0 4 3 5 3 3 1 4 8 4 3 3 3 2 0
253000 75 9675 7 5 2005 2005 0 341 0 772 1113 858 0 0 0 2 1 3 1 8 1 2 689 0 48 0 0 0 0 0 2 2009 0 0 0 4 3 4 3 2 1 4 8 4 2 3 3 2 0
468000 85 11128 9 5 2005 2006 198 2158 0 300 2490 0 0 1 0 2 0 2 1 9 2 3 795 70 226 0 0 0 0 0 10 2009 0 0 0 5 3 5 3 4 1 5 8 4 3 3 3 2 4
252678 72 8640 7 5 2009 2009 0 822 0 78 932 920 0 1 0 2 1 3 1 7 1 2 644 168 108 0 0 0 0 0 7 2009 0 0 0 3 3 4 3 1 1 4 8 3 2 3 3 2 0
210000 75 9000 8 5 2008 2008 0 0 0 768 786 804 0 0 0 2 1 3 1 6 0 2 676 0 30 0 0 0 0 0 6 2009 0 0 0 4 3 4 3 1 1 4 8 0 2 3 3 2 0
208300 75 7862 6 5 2009 2009 0 27 0 1191 1218 0 0 0 0 2 0 2 1 4 0 2 676 0 102 0 0 0 0 0 9 2009 1 0 0 4 3 4 3 1 1 4 8 0 3 3 3 2 0
225000 90 7993 7 5 2008 2009 0 0 0 1436 1436 0 0 0 0 2 0 3 1 6 0 2 529 0 121 0 0 0 0 0 10 2009 1 0 0 4 3 5 3 1 1 4 8 0 3 3 3 2 0
229456 72 8640 8 5 2009 2009 72 936 0 364 1314 0 0 1 0 2 0 3 1 6 0 2 552 135 112 0 0 0 0 0 9 2009 0 0 0 4 3 4 3 2 1 4 8 0 2 3 3 2 0
229800 72 8640 7 5 2008 2008 0 0 0 1402 1402 0 0 0 0 2 0 3 1 7 0 2 625 205 126 0 0 0 0 0 5 2009 0 0 0 4 3 4 3 1 1 4 8 0 2 3 3 2 0
250000 112 12606 9 5 2007 2008 120 0 0 1530 1530 0 0 0 0 2 0 3 1 7 1 3 984 212 136 0 0 0 0 0 5 2009 1 0 0 4 3 4 3 3 1 4 8 4 2 3 3 2 0
370878 85 9187 9 5 2009 2009 162 1121 0 645 1766 0 0 1 0 2 1 2 1 7 1 3 478 195 130 0 0 0 0 0 10 2009 0 0 0 5 3 5 3 2 1 5 8 4 3 3 3 2 0
238500 75 7500 8 5 2006 2007 238 24 0 1348 1448 0 0 0 0 2 0 2 1 6 1 2 692 0 140 0 0 0 0 0 6 2009 0 0 0 4 3 4 3 1 1 4 8 4 2 3 3 2 0
310000 85 11003 10 5 2008 2008 160 765 0 252 1026 981 0 1 0 2 1 3 1 10 1 3 812 168 52 0 0 0 0 0 4 2009 0 0 0 5 3 5 3 3 1 5 8 5 3 3 3 2 0
270000 84 10603 8 5 2006 2006 121 682 0 218 909 886 0 1 0 2 1 3 1 8 1 3 782 168 45 0 0 0 0 0 7 2009 0 0 0 4 3 5 4 1 1 4 8 4 3 3 3 2 0
252000 85 10574 8 5 2005 2006 0 0 0 1082 1082 871 0 0 0 2 1 3 1 9 1 3 1043 160 50 0 0 0 0 0 5 2009 0 0 0 4 3 4 3 2 1 4 8 4 2 3 3 2 0
241000 65 8125 7 5 2006 2007 100 812 0 280 1112 438 0 1 0 2 0 2 1 7 0 2 438 0 168 0 0 0 0 0 10 2009 0 0 0 4 3 4 3 1 1 4 8 0 3 3 3 2 0
264500 65 8125 8 5 2008 2009 288 0 0 1836 1836 0 0 0 0 2 0 3 1 8 1 2 517 0 175 0 0 0 0 0 10 2009 0 0 0 4 3 4 3 1 1 4 8 4 3 3 3 2 0
291000 85 10625 7 5 2006 2007 0 1430 0 222 1662 0 0 1 0 2 0 3 1 8 1 3 711 168 120 0 0 0 0 0 3 2009 0 0 0 4 3 4 3 1 1 5 8 4 2 3 3 2 0
263000 75 9375 7 5 2003 2004 0 0 0 912 912 1182 0 0 0 2 1 4 1 8 1 2 615 182 182 0 0 0 0 0 11 2009 0 0 0 4 3 4 3 1 1 4 8 4 3 3 3 2 0
185000 62 7500 7 5 2004 2005 0 410 0 811 1221 0 0 1 0 2 0 2 1 6 0 2 400 0 113 0 0 0 0 0 10 2009 0 0 0 4 3 4 3 1 1 4 8 0 2 3 3 2 0
234500 68 8736 7 5 2003 2004 0 771 360 422 1553 0 0 1 0 2 0 3 1 6 0 2 588 192 88 0 0 0 0 0 8 2009 1 0 0 4 3 4 3 1 1 4 8 0 2 3 3 2 0
209000 65 8127 7 5 2003 2003 0 410 0 402 812 841 0 1 0 2 1 3 1 6 0 2 628 0 45 0 0 0 0 0 3 2009 1 0 0 4 3 4 3 1 1 4 8 0 2 3 3 2 0
159000 80 9605 7 6 2007 2007 0 0 0 1218 1218 0 0 0 0 1 1 3 1 6 0 2 576 0 178 0 0 0 0 0 4 2009 0 0 0 4 3 4 3 1 1 4 8 0 2 3 3 2 0
152000 63 7500 7 5 2006 2006 0 54 0 1087 1141 0 0 1 0 1 1 3 1 6 0 2 484 182 0 0 0 0 0 0 6 2009 0 0 0 4 3 4 4 1 1 4 8 0 2 3 3 2 0
143500 63 7500 6 5 2004 2004 0 0 0 1158 1158 0 0 0 0 1 1 3 1 5 0 0 0 0 50 0 0 0 0 0 8 2009 0 0 0 3 3 4 3 1 1 4 8 0 0 0 0 2 0
193000 96 10628 7 5 2004 2004 0 0 0 835 871 941 0 0 0 2 1 3 1 8 0 2 478 146 91 0 0 0 0 0 1 2009 1 0 0 4 3 4 3 4 1 4 8 0 2 3 3 2 0
203000 76 10141 8 5 2004 2004 264 516 774 222 1512 0 0 0 0 2 0 3 1 6 0 3 845 210 36 0 0 0 0 0 1 2009 1 0 0 4 3 4 3 4 1 4 8 0 2 3 3 2 0
184900 67 10083 7 5 2003 2003 0 833 0 343 1200 0 0 1 0 2 0 2 1 5 0 2 555 0 41 0 0 0 0 0 8 2009 0 0 0 4 3 4 3 1 1 4 8 0 2 3 3 2 0
159000 63 13072 7 5 2004 2005 0 0 0 1114 1114 0 0 0 0 1 1 3 1 6 0 2 576 248 102 0 0 0 0 0 5 2009 0 0 1 4 3 4 3 1 1 4 8 0 1 3 3 2 0
142000 63 13072 5 5 2004 2004 0 0 0 1114 1114 0 0 0 0 1 1 3 1 6 0 0 0 0 39 0 0 0 0 0 8 2009 0 0 1 3 3 4 3 1 1 4 8 0 0 0 0 2 0
153000 60 12450 5 5 2003 2004 0 836 0 278 1114 0 0 1 0 2 0 3 1 6 0 2 576 0 42 0 0 0 0 0 6 2009 0 0 1 3 3 4 3 1 1 4 8 0 1 3 3 2 0
224243 61 7328 7 5 2008 2009 140 0 0 1450 1450 0 0 0 0 2 0 2 1 6 0 3 788 0 93 0 0 0 0 0 2 2009 0 0 0 4 3 4 3 1 1 4 8 0 2 3 3 2 0
220000 43 11492 7 5 1996 1997 132 637 0 276 913 1209 0 1 0 2 1 4 1 8 1 2 559 0 74 0 0 0 0 0 4 2009 1 0 0 4 3 4 3 1 1 4 8 3 2 3 3 2 0
257000 88 10994 8 5 2005 2006 366 976 0 868 1844 0 0 1 0 2 0 2 1 7 1 2 620 165 44 0 0 0 0 0 9 2009 1 0 0 4 3 4 4 1 1 4 8 4 3 3 3 2 0
189000 65 8529 7 5 2001 2001 0 20 0 1434 1434 0 0 0 0 2 0 3 1 6 1 2 527 290 39 0 0 0 0 0 4 2009 1 0 0 4 3 4 3 1 1 4 8 3 2 3 3 2 0
171500 70 7703 6 6 1992 1992 0 52 364 400 833 897 0 0 0 2 1 3 1 6 0 2 528 0 91 0 0 168 0 0 11 2009 0 0 0 4 4 4 4 1 1 4 8 0 2 3 3 2 0
120000 75 10762 6 6 1980 1980 0 0 0 626 626 591 0 0 0 1 1 3 1 6 1 1 288 0 28 0 0 0 0 0 4 2009 0 0 0 3 3 4 3 1 1 3 8 3 2 3 3 2 0
145000 50 7175 6 5 1990 1991 0 0 0 1332 1332 0 0 0 0 2 0 2 1 5 0 2 542 0 60 0 0 0 0 0 2 2009 0 0 0 4 3 4 3 1 1 4 8 0 2 3 3 2 0
184000 70 9109 7 5 1994 1994 0 36 596 122 754 786 0 1 0 2 1 3 1 6 0 2 495 140 32 0 0 0 0 0 10 2009 0 0 1 4 3 4 3 1 1 4 8 0 2 3 3 2 0
