Lot_Frontage,Lot_Area,Year_Built,Year_Remod_Add,Mas_Vnr_Area,BsmtFin_SF_1,BsmtFin_SF_2,Bsmt_Unf_SF,First_Flr_SF,Low_Qual_Fin_SF,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,TotRms_AbvGrd,Fireplaces,Garage_Area,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Misc_Val,Mo_Sold,Year_Sold,Longitude,Latitude,MS_SubClass_other,MS_Zoning_Residential_Medium_Density,MS_Zoning_other,Street_other,Alley_other,Lot_Shape_Slightly_Irregular,Lot_Shape_other,Land_Contour_other,Utilities_other,Lot_Config_Inside,Lot_Config_other,Land_Slope_other,Neighborhood_other,Condition_1_other,Condition_2_other,Bldg_Type_other,House_Style_One_Story,House_Style_other,Overall_Qual_Above_Average,Overall_Qual_Good,Overall_Qual_Very_Good,Overall_Qual_other,Overall_Cond_Above_Average,Overall_Cond_Good,Overall_Cond_other,Roof_Style_Hip,Roof_Style_other,Roof_Matl_other,Exterior_2nd_MetalSd,Exterior_2nd_VinylSd,Exterior_2nd_Wd.Sdng,Exterior_2nd_other,Mas_Vnr_Type_other,Exter_Qual_Typical,Exter_Qual_other,Exter_Cond_Typical,Exter_Cond_other,Foundation_CBlock,Foundation_other,Bsmt_Qual_Typical,Bsmt_Qual_other,Bsmt_Cond_other,Bsmt_Exposure_No,Bsmt_Exposure_other,BsmtFin_Type_1_GLQ,BsmtFin_Type_1_other,Heating_other,Heating_QC_Good,Heating_QC_Typical,Heating_QC_other,Central_Air_other,Electrical_other,Kitchen_Qual_Typical,Kitchen_Qual_other,Functional_other,Fireplace_Qu_Typical,Fireplace_Qu_other,Garage_Type_Detchd,Garage_Type_other,Garage_Finish_RFn,Garage_Finish_Unf,Garage_Finish_other,Paved_Drive_other,Pool_QC_other,Fence_No_Fence,Fence_other,Misc_Feature_other,Sale_Type_other,Sale_Condition_other,Gr_Liv_Area,Sale_Price
78,11419,1948,1999,0,1,0,0,801,0,1,0,1,1,3,1,6,1,410,0,0,134,0,0,0,12,2009,-93.620336,42.036223,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1527,152500
60,9600,1950,1950,0,2,0,810,1200,0,0,0,1,0,3,1,6,0,246,126,0,0,0,0,0,8,2009,-93.61719,42.035829,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1200,129900
50,8000,1948,2002,0,1,0,292,972,0,1,0,1,0,2,1,5,1,240,0,0,0,0,0,0,5,2009,-93.617182,42.034746,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,972,132000
53,5470,1958,1958,0,7,0,792,792,0,0,0,1,0,2,1,4,0,366,0,90,0,0,0,0,8,2009,-93.6146206,42.0380659,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,792,99900
60,10800,1939,2006,0,7,0,676,676,0,0,1,2,0,4,1,7,0,720,187,0,128,0,0,0,8,2009,-93.61239,42.037144,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1352,149000
80,8146,1900,2003,0,7,0,405,717,0,0,0,1,0,2,1,6,0,281,0,0,168,0,111,0,5,2009,-93.612241,42.037328,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1039,114000
52,9022,1924,2006,0,7,0,768,792,0,0,0,1,0,2,1,5,0,240,316,0,120,0,0,0,5,2009,-93.614049,42.036015,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,792,109500
60,10230,1925,1950,0,7,0,1054,1078,0,0,0,1,0,3,1,6,0,264,0,0,0,0,112,0,12,2009,-93.615465,42.036002,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1078,125000
60,10410,1915,1950,0,7,0,1313,1313,1064,0,0,2,0,3,1,8,1,528,0,0,432,0,0,0,6,2009,-93.614049,42.034668,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,2377,142900
60,7200,1910,2008,0,7,0,560,930,0,0,0,2,0,4,1,5,0,624,0,0,112,0,0,0,8,2009,-93.613899,42.034574,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1690,156500
90,5400,1940,1950,0,7,0,416,599,0,1,0,1,0,2,1,4,0,0,0,81,0,0,0,0,6,2009,-93.6117397,42.0347572,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,599,59000
90,5400,1920,1950,0,1,105,420,840,0,0,0,1,0,2,1,6,0,338,0,0,198,0,0,0,10,2009,-93.61203,42.0347398,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1374,105000
60,10800,1920,1950,0,7,0,720,846,0,0,0,1,0,2,1,4,0,576,0,0,0,0,0,0,6,2009,-93.612253,42.035257,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,846,106000
81,9671,1969,1969,480,7,0,1248,1248,0,0,0,2,2,6,2,12,0,907,0,0,0,0,0,0,8,2009,-93.610355,42.0417879,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2544,190000
83,10143,1963,1963,295,6,0,996,1380,0,0,0,1,1,3,1,6,0,364,0,0,0,0,216,0,6,2009,-93.607655,42.04015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1380,154000
77,11500,1967,1967,0,2,60,108,1040,0,1,0,1,0,3,1,6,1,480,0,0,156,0,0,0,5,2009,-93.610588,42.040295,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1040,163000
91,11643,1969,1969,368,4,0,748,1338,0,1,1,2,2,6,2,12,0,968,0,0,0,0,0,0,8,2009,-93.610649,42.04124,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2634,200000
62,8010,1958,2007,0,3,0,206,951,0,1,0,1,0,2,1,6,0,480,0,0,42,0,0,450,9,2009,-93.608196,42.038509,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,951,143500
90,10454,1957,1957,143,6,0,559,1105,0,0,0,1,0,3,1,5,0,308,0,0,0,0,0,0,4,2009,-93.608927,42.038349,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1105,135000
64,8712,1957,2000,0,2,0,132,1306,0,1,0,1,0,2,1,5,0,756,0,0,0,0,0,0,5,2009,-93.609226,42.039047,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1306,153000
0,17600,1960,1960,30,2,0,208,1478,0,1,0,2,0,3,1,6,2,498,0,40,0,0,0,0,12,2009,-93.606573,42.040766,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1478,157500
60,12144,1949,1950,0,6,0,457,1036,232,0,0,1,0,3,1,6,1,288,0,28,0,0,0,0,9,2009,-93.609059,42.037129,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1268,133000
60,8064,1950,1950,0,6,0,174,765,0,0,0,1,0,3,1,5,0,900,0,0,0,0,231,0,12,2009,-93.61061,42.035787,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1133,128500
60,7200,1950,1982,0,6,352,676,1136,0,1,0,1,1,3,1,7,0,240,0,0,168,0,0,0,5,2009,-93.60891,42.037233,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1904,138000
71,7350,1958,1958,0,7,0,1041,1041,0,0,0,1,0,3,1,6,0,294,0,0,0,0,0,0,3,2009,-93.606891,42.03602,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1041,128000
70,7560,1958,1965,0,4,0,525,1339,0,0,0,1,0,3,1,6,0,294,0,0,0,0,0,0,5,2009,-93.606889,42.035968,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1339,139000
60,7200,1952,1952,0,1,102,0,732,0,1,0,1,0,2,1,4,0,240,0,68,0,0,0,0,9,2009,-93.607814,42.03572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,732,118900
80,8000,1959,1959,0,3,95,0,1183,0,1,0,1,0,3,1,6,0,288,0,0,0,0,0,0,7,2009,-93.605968,42.035706,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1183,138000
60,8064,1948,1994,0,4,0,744,1064,431,0,0,1,0,3,1,6,0,576,180,36,0,0,0,0,8,2009,-93.610605,42.034858,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1495,135000
76,7570,1964,1964,420,7,0,780,993,0,0,0,1,1,4,1,8,0,483,0,55,0,0,0,0,3,2009,-93.604987,42.037049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1806,144750
60,10440,1910,1981,0,7,0,440,682,0,0,0,1,1,2,1,5,0,440,74,0,128,0,0,0,5,2009,-93.615583,42.033273,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1230,110000
68,4080,1935,1998,0,7,0,901,861,0,0,0,1,0,3,1,6,0,162,54,0,40,0,0,0,6,2009,-93.619013,42.0320748,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1378,128900
90,15660,1910,2003,0,7,0,240,810,0,0,0,1,1,3,1,6,0,472,0,0,0,0,0,0,7,2009,-93.615598,42.032202,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1306,130000
57,6406,1939,1950,0,1,0,269,868,0,0,0,1,1,3,1,7,1,400,0,36,0,0,182,0,10,2009,-93.6195361,42.0319053,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1558,150000
63,7627,1920,1950,0,7,0,600,1101,0,0,0,2,0,4,2,8,0,0,0,0,148,0,0,0,10,2009,-93.6200683,42.0304742,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1701,94550
60,7596,1952,1952,360,7,0,960,960,0,0,0,2,0,4,2,10,0,400,0,0,0,0,0,0,7,2009,-93.620216,42.030327,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1960,124500
56,10134,1910,1950,0,7,0,801,801,0,0,0,1,0,3,1,6,0,0,80,0,244,0,0,0,7,2009,-93.615381,42.030282,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1447,103000
50,6000,1950,1970,0,2,0,384,768,0,0,0,1,1,3,1,6,0,308,0,12,0,0,0,0,3,2009,-93.608866,42.033381,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1328,129500
50,6000,1954,1954,0,7,0,811,811,0,0,0,2,0,3,2,7,0,256,0,0,0,0,0,0,11,2009,-93.607776,42.033579,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1387,93000
62,7404,1920,1950,0,7,0,861,861,0,0,0,1,0,2,1,5,0,288,0,0,128,0,0,0,11,2009,-93.608829,42.032048,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,861,80000
50,5925,1940,1950,0,5,0,0,612,0,0,0,1,0,1,1,4,0,308,0,0,25,0,0,0,10,2009,-93.606842,42.032301,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,612,45000
50,5925,1910,1950,0,7,0,600,600,0,0,0,1,0,2,1,6,0,0,0,0,0,0,0,0,5,2009,-93.606841,42.032227,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,968,37900
50,5784,1938,1996,0,7,0,190,886,0,0,0,1,0,2,1,4,0,273,144,20,80,0,0,0,12,2009,-93.610469,42.030523,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,886,91300
50,3500,1947,1950,0,4,0,408,720,0,0,0,1,1,2,1,5,0,240,0,35,0,0,0,0,4,2009,-93.6178679,42.0290352,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1284,110000
90,8100,1898,1965,0,7,0,849,1075,0,0,0,2,0,2,3,11,0,360,40,156,0,0,0,0,11,2009,-93.613887,42.028957,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2138,106000
65,11700,1880,2003,0,7,0,1240,1320,0,0,0,1,1,4,1,8,1,864,181,0,386,0,0,0,5,2009,-93.612245,42.029305,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,2640,265979
70,8400,1900,1950,0,7,0,917,1090,0,0,0,2,0,3,1,8,0,357,0,235,0,0,0,0,6,2009,-93.610588,42.029001,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2007,160000
60,3600,1917,2007,0,7,0,624,664,0,1,0,1,0,3,1,5,1,280,0,103,0,0,0,0,5,2009,-93.6130761,42.0281106,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1288,119000
121,17671,1882,1986,0,2,0,700,916,0,0,0,1,1,4,1,8,1,424,0,169,0,0,0,0,11,2009,-93.610582,42.028104,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1742,168000
0,3300,1910,1950,0,7,0,624,816,0,0,0,1,0,2,1,5,1,0,0,33,0,0,0,0,6,2009,-93.6148612,42.0276972,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,816,58500
60,7200,1910,2006,0,1,465,310,1022,0,1,0,1,0,2,1,4,0,280,0,30,226,0,0,0,6,2009,-93.6076506,42.0282044,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1022,85000
60,9720,1910,2002,0,7,0,741,780,0,0,0,1,0,4,1,8,0,640,0,0,238,0,0,0,9,2009,-93.607058,42.027227,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1521,146500
60,7879,1920,1950,0,6,0,225,720,0,0,0,1,0,2,1,4,0,0,0,523,115,0,0,0,11,2009,-93.605207,42.023218,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,720,34900
72,9392,1900,1950,0,7,0,245,797,0,0,0,1,0,2,1,5,0,0,0,36,94,0,0,0,9,2009,-93.605421,42.023222,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,797,44000
144,21384,1923,2004,0,3,0,15,1072,0,2,0,1,1,3,1,6,1,528,0,312,0,0,0,0,5,2009,-93.6289369,42.033996,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1576,223500
0,6615,1923,1950,0,7,0,1022,1432,0,0,0,1,0,3,1,6,1,216,266,61,0,0,0,0,9,2009,-93.628848,42.033558,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1432,149000
55,7264,1925,2007,0,7,0,952,952,0,0,0,2,1,3,1,5,0,672,74,0,0,0,144,0,10,2009,-93.6279815,42.0333765,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1548,205000
50,4960,1930,1982,0,7,0,297,1001,0,0,0,2,0,3,1,7,1,336,244,60,0,0,0,0,5,2009,-93.625968,42.031564,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1654,137000
0,8854,1916,1950,0,7,0,952,952,0,0,0,1,0,2,1,4,1,192,0,98,0,0,40,0,5,2009,-93.626116,42.031542,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,952,121000
50,6000,1936,1950,0,2,0,0,757,0,0,0,1,0,3,1,6,0,240,0,0,0,0,0,0,7,2009,-93.624564,42.033406,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1324,128000
